timestamp_start,timestamp_end,keypoint_id,x_start,y_start,z_start,x_end,y_end,z_end,dx,dy,dz
9,14.0,1,181,238,-0.2687,192,221,-0.3053,11,-17,-0.0366
9,14.0,2,183,239,-0.2688,194,222,-0.3053,11,-17,-0.0365
9,14.0,3,186,239,-0.2689,197,222,-0.3053,11,-17,-0.0364
9,14.0,4,173,236,-0.258,183,220,-0.3068,10,-16,-0.0488
9,14.0,5,171,236,-0.2581,180,220,-0.3068,9,-16,-0.0487
9,14.0,6,168,236,-0.2579,177,220,-0.3068,9,-16,-0.0489
9,14.0,7,189,244,-0.0496,201,226,-0.1091,12,-18,-0.0595
9,14.0,8,166,238,-0.0058,172,223,-0.118,6,-15,-0.1122
9,14.0,9,179,251,-0.2305,191,235,-0.2672,12,-16,-0.0367
9,14.0,10,169,248,-0.2183,180,234,-0.2719,11,-14,-0.0536
9,14.0,11,194,281,-0.0466,216,263,-0.0924,22,-18,-0.0458
9,14.0,12,143,264,0.1582,151,260,-0.0259,8,-4,-0.1841
9,14.0,13,210,320,-0.182,253,280,-0.3816,43,-40,-0.1996
9,14.0,14,122,232,-0.0853,94,260,-0.3351,-28,28,-0.2498
9,14.0,15,238,344,-0.4824,231,281,-0.6872,-7,-63,-0.2048
9,14.0,16,102,208,-0.4708,138,276,-0.634,36,68,-0.1632
9,14.0,17,251,353,-0.5561,226,278,-0.7541,-25,-75,-0.198
9,14.0,18,94,198,-0.5514,148,279,-0.6906,54,81,-0.1392
9,14.0,19,253,352,-0.6094,223,274,-0.7016,-30,-78,-0.0922
9,14.0,20,96,197,-0.572,152,276,-0.642,56,79,-0.07
9,14.0,21,247,351,-0.513,223,275,-0.6726,-24,-76,-0.1596
9,14.0,22,99,202,-0.4993,150,275,-0.6198,51,73,-0.1205
9,14.0,23,175,372,-0.0938,205,363,-0.0539,30,-9,0.0399
9,14.0,24,140,372,0.0937,167,365,0.0536,27,-7,-0.0401
9,14.0,25,181,444,-0.2059,216,439,-0.1643,35,-5,0.0416
9,14.0,26,116,436,0.073,172,441,0.0429,56,5,-0.0301
9,14.0,27,194,518,-0.1289,209,497,0.1027,15,-21,0.2316
9,14.0,28,105,498,0.2705,206,493,0.3945,101,-5,0.124
9,14.0,29,197,527,-0.0854,206,514,0.1239,9,-13,0.2093
9,14.0,30,110,508,0.2757,212,502,0.4267,102,-6,0.151
9,14.0,31,182,545,-0.3331,201,533,-0.0459,19,-12,0.2872
9,14.0,32,82,523,0.0618,188,520,0.2992,106,-3,0.2374
10,15.0,0,142,252,-0.537,205,233,-0.4634,63,-19,0.0736
10,15.0,1,144,246,-0.4964,205,229,-0.4027,61,-17,0.0937
10,15.0,2,147,246,-0.4964,206,229,-0.4028,59,-17,0.0936
10,15.0,3,149,245,-0.4963,208,229,-0.4029,59,-16,0.0934
10,15.0,4,138,247,-0.4936,199,229,-0.4426,61,-18,0.051
10,15.0,5,136,248,-0.4936,197,229,-0.4427,61,-19,0.0509
