timestamp_sec,joint,angle_diff_deg
15.367,right_shoulder,57.77
15.367,left_knee,44.48
15.367,right_knee,-4.73
15.4,left_elbow,-20.04
15.4,right_elbow,-42.7
15.4,left_shoulder,144.38
15.4,right_shoulder,67.73
15.4,left_knee,68.22
15.4,right_knee,0.25
15.433,left_elbow,-34.47
15.433,right_elbow,-52.59
15.433,left_shoulder,144.86
15.433,right_shoulder,75.44
15.433,left_knee,73.9
15.433,right_knee,40.42
15.467,left_elbow,-26.23
15.467,right_elbow,-89.98
15.467,left_shoulder,114.2
15.467,right_shoulder,71.55
15.467,left_knee,41.75
15.467,right_knee,33.0
15.5,left_elbow,-51.63
15.5,right_elbow,-149.49
15.5,left_shoulder,100.62
15.5,right_shoulder,45.39
15.5,left_knee,54.2
15.5,right_knee,-16.93
15.533,left_elbow,-42.88
15.533,right_elbow,-134.69
15.533,left_shoulder,81.32
15.533,right_shoulder,20.07
15.533,left_knee,64.55
15.533,right_knee,16.07
15.567,left_elbow,-50.28
15.567,right_elbow,-144.34
15.567,left_shoulder,90.37
15.567,right_shoulder,-23.11
15.567,left_knee,69.64
15.567,right_knee,18.84
15.6,left_elbow,-42.51
15.6,right_elbow,-140.59
15.6,left_shoulder,98.11
15.6,right_shoulder,-25.7
15.6,left_knee,84.26
15.6,right_knee,25.2
15.633,left_elbow,-43.04
15.633,right_elbow,-102.45
15.633,left_shoulder,97.35
15.633,right_shoulder,-34.43
15.633,left_knee,40.68
15.633,right_knee,33.79
15.667,left_elbow,-26.96
15.667,right_elbow,-66.04
15.667,left_shoulder,108.09
15.667,right_shoulder,-19.14
15.667,left_knee,61.37
15.667,right_knee,19.88
15.7,left_elbow,-27.63
15.7,right_elbow,-83.85
15.7,left_shoulder,130.33
15.7,right_shoulder,-5.86
15.7,left_knee,60.81
15.7,right_knee,10.81
15.733,left_elbow,-21.0
15.733,right_elbow,-41.48
15.733,left_shoulder,148.33
15.733,right_shoulder,34.62
15.733,left_knee,43.29
15.733,right_knee,12.16
15.767,left_elbow,11.24
15.767,right_elbow,-47.78
15.767,left_shoulder,167.26
15.767,right_shoulder,37.79
15.767,left_knee,11.99
15.767,right_knee,-16.03
15.8,left_elbow,-26.87
15.8,right_elbow,-70.16
15.8,left_shoulder,3.07
15.8,right_shoulder,31.8
15.8,left_knee,-8.85
15.8,right_knee,-11.19
15.833,left_elbow,-5.29
15.833,right_elbow,-124.03
15.833,left_shoulder,-9.42
15.833,right_shoulder,22.24
15.833,left_knee,-5.62
15.833,right_knee,3.56
15.867,left_elbow,36.88
15.867,right_elbow,-55.55
15.867,left_shoulder,-22.84
15.867,right_shoulder,-1.52
15.867,left_knee,-16.36
15.867,right_knee,3.54
15.9,left_elbow,-18.91
15.9,right_elbow,-39.11
15.9,left_shoulder,118.49
15.9,right_shoulder,10.66
15.9,left_knee,-5.02
15.9,right_knee,22.16
15.933,left_elbow,-50.72
15.933,right_elbow,-51.78
15.933,left_shoulder,78.47
15.933,right_shoulder,-5.02
15.933,left_knee,16.43
15.933,right_knee,30.1
15.967,left_elbow,-56.4
15.967,right_elbow,-47.24
15.967,left_shoulder,69.62
15.967,right_shoulder,-23.25
15.967,left_knee,18.6
15.967,right_knee,23.46
16.0,left_elbow,-39.81
16.0,right_elbow,-48.79
16.0,left_shoulder,51.77
16.0,right_shoulder,-33.43
16.0,left_knee,15.91
16.0,right_knee,16.86
16.067,left_elbow,-58.82
16.067,right_elbow,14.11
16.067,left_shoulder,-46.46
16.067,right_shoulder,2.17
16.067,left_knee,3.43
16.067,right_knee,-12.35
16.133,left_elbow,-51.06
16.133,right_elbow,-26.32
16.133,left_shoulder,-50.27
16.133,right_shoulder,-54.39
16.133,left_knee,4.01
16.133,right_knee,-3.44
16.2,left_elbow,4.51
16.2,right_elbow,-63.72
16.2,left_shoulder,6.19
16.2,right_shoulder,-123.6
16.2,left_knee,-4.51
16.2,right_knee,-25.27
16.233,left_elbow,-24.01
16.233,right_elbow,-91.23
16.233,left_shoulder,9.59
16.233,right_shoulder,-118.88
16.233,left_knee,-24.0
16.233,right_knee,-13.34
16.267,left_elbow,-21.63
16.267,right_elbow,-93.5
16.267,left_shoulder,10.52
16.267,right_shoulder,-68.64
16.267,left_knee,-16.6
16.267,right_knee,-12.55
16.3,left_elbow,-31.71
16.3,right_elbow,-81.29
16.3,left_shoulder,6.09
16.3,right_shoulder,-57.34
16.3,left_knee,-12.64
16.3,right_knee,-13.23
16.367,left_elbow,-40.52
16.367,right_elbow,-94.06
16.367,left_shoulder,-1.7
16.367,right_shoulder,-58.41
16.367,left_knee,42.25
16.367,right_knee,2.54
16.433,left_elbow,-23.96
16.433,right_elbow,-115.26
16.433,left_shoulder,-10.13
16.433,right_shoulder,-77.42
16.433,left_knee,54.93
16.433,right_knee,17.26
16.5,left_elbow,-9.94
16.5,right_elbow,-96.24
16.5,left_shoulder,-21.33
16.5,right_shoulder,-70.62
16.5,left_knee,64.91
16.5,right_knee,19.42
16.567,left_elbow,-4.88
16.567,right_elbow,-77.05
16.567,left_shoulder,-23.41
16.567,right_shoulder,-83.9
16.567,left_knee,68.33
16.567,right_knee,14.95
16.633,left_elbow,-4.65
16.633,right_elbow,-80.04
16.633,left_shoulder,-19.18
16.633,right_shoulder,-88.3
16.633,left_knee,82.53
16.633,right_knee,-7.84
16.7,left_elbow,-3.1
16.7,right_elbow,-83.35
16.7,left_shoulder,-12.8
16.7,right_shoulder,-90.04
16.7,left_knee,18.72
16.7,right_knee,-9.36
16.733,left_elbow,-1.42
16.733,right_elbow,-86.24
16.733,left_shoulder,-10.56
16.733,right_shoulder,-90.8
16.733,left_knee,78.04
16.733,right_knee,29.49
16.767,left_elbow,-2.14
16.767,right_elbow,-89.64
16.767,left_shoulder,-13.32
16.767,right_shoulder,-92.22
16.767,left_knee,94.26
16.767,right_knee,26.12
16.8,left_elbow,-0.6
16.8,right_elbow,-93.52
16.8,left_shoulder,-8.65
16.8,right_shoulder,-91.06
16.8,left_knee,103.91
16.8,right_knee,32.54
16.867,left_elbow,3.12
16.867,right_elbow,-98.93
16.867,left_shoulder,-4.01
16.867,right_shoulder,-92.98
16.867,left_knee,90.91
16.867,right_knee,26.44
16.933,left_elbow,0.44
16.933,right_elbow,-96.24
16.933,left_shoulder,-1.13
16.933,right_shoulder,-93.43
16.933,left_knee,52.62
16.933,right_knee,10.13
